19080|21310915|1|100161|4|
19080|21310917|1|100161|1|
19080|21310918|1|100161|1|
19080|21310926|1|100161|2|
19080|21310925|1|100161|1|
19080|21310927|1|100161|10|
19080|21310928|1|100161|20|
19080|21310930|1|100161|97|
19080|21310932|1|100161|18|
19080|21310934|1|100161|39|
19080|21310939|1|100161|62|
19080|21310940|1|100161|13|
19080|21310946|1|100161|44|
19080|21310947|1|100161|41|
19080|21310944|1|100161|1|
19080|21310950|1|100161|23|
19080|21310951|1|100161|16|
19080|21310952|1|100161|4|
19080|21310953|1|100161|8|
19080|21310956|1|100161|25|
19080|21310968|1|100161|3|
19080|21310967|1|100161|10|
19080|21310966|1|100161|87|
19080|21310969|1|100161|1|
19080|21310970|1|100161|11|
19080|21310973|1|100161|3|
19080|21310974|1|100161|9|
19080|21310980|1|100161|5|
19080|21310982|1|100161|121|
19080|21310983|1|100161|1|
19080|21310984|1|100161|2|
19080|21310985|1|100161|28|
19080|21310988|1|100161|4|
19080|21310992|1|100161|4|
19080|21310993|1|100161|1|
19080|21310994|1|100161|1|
19080|21310995|1|100161|10|
19080|21310996|1|100161|48|
19080|21310999|1|100161|28|
19080|21311000|1|100161|1|
19080|21311003|1|100161|5|
19080|21311004|1|100161|6|
19080|21311006|1|100161|27|
19080|21311007|1|100161|17|
19080|21311008|1|100161|16|
19080|21311009|1|100161|1|
19080|21311010|1|100161|9|
19080|21311018|1|100161|6|
19080|21311020|1|100161|58|
19080|21311023|1|100161|1|
19080|21311025|1|100161|1|
19080|21311028|1|100161|10|
19080|21311033|1|100161|7|
19080|21311036|1|100161|1|
19080|21311044|1|100161|39|
19080|21311041|1|100161|16|
19080|21311043|1|100161|1|
19080|21311048|1|100161|1|
19080|21311053|1|100161|99|
19080|21311060|1|100161|6|
19080|21311061|1|100161|14|
19080|21311062|1|100161|36|
19080|21311067|1|100161|1|
19080|21311068|1|100161|9|
19080|21311075|1|100161|13|
19080|21311076|1|100161|19|
19080|21311081|1|100161|1|
19080|21311086|1|100161|12|
19080|21311085|1|100161|1|
19080|21311090|1|100161|64|
19080|21311092|1|100161|8|
19080|21311093|1|100161|1|
19080|21311096|1|100161|4|
19080|21311101|1|100161|11|
19080|21311099|1|100161|3|
19080|21311102|1|100161|25|
19080|21311105|1|100161|2|
19080|21311109|1|100161|2|
19080|21311112|1|100161|20|
19080|21311113|1|100161|17|
19080|21311111|1|100161|3|
19080|21311114|1|100161|3|
19080|21311116|1|100161|11|
19080|21311117|1|100161|2|
19080|21311119|1|100161|6|
19080|21311123|1|100161|9|
19080|21311124|1|100161|2|
19080|21311125|1|100161|7|
19080|21311131|1|100161|38|
19080|21311132|1|100161|9|
19080|21311135|1|100161|13|
19080|21311141|1|100161|17|
19080|21311137|1|100161|2|
19080|21311148|1|100161|28|
19080|21311143|1|100161|6|
19080|21311145|1|100161|5|
19080|21311142|1|100161|285|
19080|21311155|1|100161|17|
19080|21311156|1|100161|10|
19080|21311158|1|100161|6|
19080|21311162|1|100161|1|
19080|21311164|1|100161|23|
19080|21311168|1|100161|2|
19080|21311166|1|100161|1|
19080|21311169|1|100161|2|
19080|21311167|1|100161|1|
19080|21311171|1|100161|3|
19080|21311175|1|100161|5|
19080|21311176|1|100161|2|
19080|21311174|1|100161|8|
19080|21311178|1|100161|1|
19080|21311188|1|100161|16|
19080|21311191|1|100161|12|
19080|21311192|1|100161|10|
19080|21311185|1|100161|1|
19080|21311197|1|100161|2|
19080|21311195|1|100161|5|
19080|21311202|1|100161|22|
19080|21311203|1|100161|25|
19080|21311204|1|100161|1|
19080|21311206|1|100161|3|
19080|21311207|1|100161|15|
19080|21311210|1|100161|12|
19080|21311209|1|100161|47|
19080|21311208|1|100161|143|
19080|21311212|1|100161|1|
19080|21311213|1|100161|7|
19080|21311217|1|100161|7|
19080|21311219|1|100161|10|
19080|21311222|1|100161|11|
19080|21311218|1|100161|21|
19080|21311220|1|100161|2|
19080|21311225|1|100161|30|
19080|21311228|1|100161|11|
19080|21311234|1|100161|1|
19080|21311237|1|100161|32|
19080|21311240|1|100161|1|
19080|21311251|1|100161|5|
19080|21311254|1|100161|13|
19080|21311256|1|100161|18|
19080|21311268|1|100161|9|
19080|21311266|1|100161|32|
19080|21311267|1|100161|20|
19080|21311269|1|100161|9|
19080|21311265|1|100161|13|
19080|21311271|1|100161|18|
19080|21311273|1|100161|16|
19080|21311278|1|100161|15|
19080|21311279|1|100161|1|
19080|21311282|1|100161|28|
19080|21311281|1|100161|12|
19080|21311289|1|100161|9|
19080|21311291|1|100161|79|
19080|21311292|1|100161|19|
19080|21311295|1|100161|11|
19080|21311296|1|100161|6|
19080|21311298|1|100161|1|
19080|21311299|1|100161|1|
19080|21311303|1|100161|2|
19080|21311301|1|100161|2|
19080|21311306|1|100161|9|
19080|21311305|1|100161|18|
19080|21311307|1|100161|25|
19080|21311311|1|100161|2|
19080|21311312|1|100161|25|
19080|21311315|1|100161|135|
19080|21311317|1|100161|7|
19080|21311320|1|100161|20|
19080|21311319|1|100161|2|
19080|21311321|1|100161|2|
19080|21311324|1|100161|21|
19080|21311325|1|100161|41|
19080|21311330|1|100161|20|
19080|21311331|1|100161|19|
19080|21311333|1|100161|99|
19080|21311335|1|100161|47|
19080|21311338|1|100161|5|
19080|21311308|1|100161|4|
19080|21311344|1|100161|1|
19080|21311346|1|100161|16|
19080|21311353|1|100161|1|
19080|21311354|1|100161|20|
19080|21311357|1|100161|3|
19080|21311359|1|100161|6|
19080|21311362|1|100161|2|
19080|21311363|1|100161|22|
19080|21311365|1|100161|10|
19080|21311366|1|100161|10|
19080|21311367|1|100161|31|
19080|21311370|1|100161|5|
19080|21311371|1|100161|1|
19080|21311364|1|100161|2|
19080|21311379|1|100161|3|
19080|21311380|1|100161|180|
19080|21311388|1|100161|7|
19080|21311381|1|100161|3|
19080|21311387|1|100161|32|
19080|21311390|1|100161|4|
19080|21311392|1|100161|4|
19080|21311394|1|100161|5|
19080|21311397|1|100161|1|
19080|21311402|1|100161|1|
19080|21311405|1|100161|1|
19080|21311404|1|100161|1|
19080|21311407|1|100161|3|
19080|21311409|1|100161|3|
19080|21311417|1|100161|8|
19080|21311425|1|100161|1|
19080|21311430|1|100161|3|
19080|21311432|1|100161|4|
19080|21311426|1|100161|9|
19080|21311435|1|100161|19|
19080|21311439|1|100161|2|
19080|21311441|1|100161|13|
19080|21311443|1|100161|6|
19080|21311442|1|100161|219|
19080|21311444|1|100161|3|
19080|21311449|1|100161|7|
19080|21311450|1|100161|3|
19080|21311452|1|100161|6|
19080|21311434|1|100161|1|
19080|21311453|1|100161|74|
19080|21311454|1|100161|7|
19080|21311456|1|100161|4|
19080|21311458|1|100161|4|
19080|21311459|1|100161|7|
19080|21311463|1|100161|11|
19080|21311470|1|100161|2|
19080|21311473|1|100161|66|
19080|21311475|1|100161|1|
19080|21311477|1|100161|1|
19080|21311479|1|100161|1|
19080|21311482|1|100161|2|
19080|21311483|1|100161|13|
19080|21311485|1|100161|16|
19080|21311488|1|100161|17|
19080|21311489|1|100161|17|
19080|21311491|1|100161|20|
19080|21311493|1|100161|9|
19080|21311498|1|100161|52|
19080|21311500|1|100161|1|
19080|21311502|1|100161|9|
19080|21311505|1|100161|7|
19080|21311507|1|100161|5|
19080|21311509|1|100161|20|
19080|21311511|1|100161|3|
19080|21311513|1|100161|4|
19080|21311512|1|100161|11|
19080|21311514|1|100161|1|
19080|21311515|1|100161|7|
19080|21311516|1|100161|19|
19080|21311518|1|100161|14|
19080|21311527|1|100161|4|
19080|21311526|1|100161|3|
19080|21311528|1|100161|39|
19080|21311533|1|100161|6|
19080|21311535|1|100161|2|
19080|21311534|1|100161|6|
19080|21311537|1|100161|1|
19080|21311539|1|100161|6|
19080|21311541|1|100161|51|
19080|21311542|1|100161|12|
19080|21311552|1|100161|6|
19080|21311551|1|100161|2|
19080|21311554|1|100161|3|
19080|21311559|1|100161|4|
19080|21311564|1|100161|1|
19080|21311565|1|100161|1|
19080|21311571|1|100161|14|
19080|21311575|1|100161|17|
19080|21311577|1|100161|3|
19080|21311578|1|100161|8|
19080|21311579|1|100161|277|
19080|21311585|1|100161|1|
19080|21311584|1|100161|5|
19080|21311586|1|100161|13|
19080|21311587|1|100161|7|
19080|21311589|1|100161|5|
19080|21311591|1|100161|1|
19080|21311596|1|100161|19|
19080|21311597|1|100161|13|
19080|21311598|1|100161|8|
19080|21311599|1|100161|5|
19080|21311602|1|100161|34|
