19080|21311164|1|361|400718660|461|12/28/2023|
19080|21311291|1|361|398217940|461|11/17/2023|
19080|21311292|1|361|400641246|461|12/27/2023|
19080|21311333|1|361|383150815|461|03/01/2023|
19080|21311442|1|361|390116117|461|06/30/2023|
19080|21311473|1|361|390155363|461|06/30/2023|
19080|21311777|1|361|14421|461|11/28/2023|
19080|21312246|1|361|328432743|461|10/26/2020|
19080|21312275|1|361|9F14|461|10/31/2023|
19080|21312331|1|361|395613200|461|09/30/2023|
19080|21312357|1|361|318742665|461|06/09/2020|
19080|21312377|1|361|336070126|461|02/20/2021|
19080|21312514|1|361|384304454|461|03/27/2023|
19080|21312529|1|361|395447965|461|09/28/2023|
19080|21312533|1|361|54BA9|461|11/28/2023|
19080|21312550|1|361|328432817|461|10/26/2020|
19080|21312557|1|361|398876318|461|11/28/2023|
19080|21312558|1|361|384988066|461|04/11/2023|
19080|21312560|1|361|384988106|461|04/11/2023|
19080|21312579|1|361|46F32|461|09/30/2023|
19080|21312622|1|361|393513126|461|08/27/2023|
19080|21312631|1|361|SACZ810620MG80|461|12/29/2023|
19080|21312708|1|361|314728359|461|04/11/2020|
19080|21312716|1|361|354760248|461|11/19/2021|
19080|21312824|1|361|4CE03|461|12/03/2023|
19080|21313064|1|361|399124752|461|12/01/2023|
19080|21313104|1|361|392004604|461|07/31/2023|
19080|21313137|1|361|400710514|461|12/28/2023|
19080|21313163|1|361|398660456|461|11/25/2023|
19080|21313208|1|361|399123180|461|11/30/2023|
19080|21313287|1|361|331441896|461|12/09/2020|
19080|21313303|1|361|399943445|461|12/18/2023|
19080|21313339|1|361|395614638|461|09/30/2023|
19080|21313377|1|361|5B291|461|12/14/2023|
19080|21313574|1|361|395260611|461|09/26/2023|
19080|21313644|1|361|3276C|461|11/28/2023|
19080|21313667|1|361|387926377|461|05/28/2023|
19080|21313668|1|361|400070902|461|12/19/2023|
19080|21313671|1|361|391646149|461|07/26/2023|
19080|21313789|1|361|399239774|461|12/04/2023|
19080|21313843|1|361|389806053|461|06/27/2023|
19080|21313954|1|361|7D3D7|461|12/01/2023|
19080|21314300|1|361|75F5E|461|12/01/2023|
19080|21314327|1|361|41F94|461|09/27/2023|
19080|21314386|1|361|396858112|461|10/23/2023|
19080|21314406|1|361|3CEE8|461|12/01/2023|
19080|21314948|1|361|398568864|461|11/23/2023|
19080|21315186|1|361|360981682|461|02/28/2022|
19080|21315193|1|361|349220665|461|08/26/2021|
19080|21315212|1|361|386725756|461|05/09/2023|
19080|21315343|1|361|393881090|461|08/31/2023|
19080|21315465|1|361|372113513|461|09/02/2022|
19080|21315488|1|361|399388278|461|12/06/2023|
19080|21315526|1|361|349221486|461|08/26/2021|
19080|21315601|1|361|399895971|461|12/12/2023|
19080|21315741|1|361|386725139|461|05/09/2023|
19080|21315900|1|361|363045341|461|03/31/2022|
19080|21316002|1|361|349222355|461|08/26/2021|
19080|21316106|1|361|395570678|461|09/29/2023|
19080|21316192|1|361|393846668|461|08/31/2023|
19080|21316254|1|361|383966128|461|03/17/2023|
19080|21316263|1|361|385790295|461|04/25/2023|
19080|21316265|1|361|387211332|461|05/17/2023|
19080|21316299|1|361|390957717|461|07/17/2023|
19080|21316308|1|361|392836670|461|08/16/2023|
19080|21316339|1|361|395601801|461|09/30/2023|
19080|21316347|1|361|396466847|461|10/17/2023|
19080|21316402|1|361|349221194|461|08/26/2021|
19080|21316421|1|361|395491686|461|09/29/2023|
19080|21316447|1|361|400761762|461|12/29/2023|
19080|21316461|1|361|386315917|461|05/02/2023|
19080|21316604|1|361|349221348|461|12/26/2021|
19080|21316638|1|361|400851452|461|12/30/2023|
19080|21316790|1|361|388122393|461|05/31/2023|
19080|21316793|1|361|399363439|461|12/05/2023|
19080|21316839|1|361|397749207|461|11/07/2023|
19080|21316868|1|361|391603338|461|07/26/2023|
19080|21316885|1|361|393773146|461|08/30/2023|
19080|21316930|1|361|398954239|461|11/29/2023|
19080|21317003|1|361|349221664|461|08/26/2021|
19080|21317021|1|361|400327061|461|12/22/2023|
19080|21317065|1|361|390299890|461|07/04/2023|
19080|21317075|1|361|400327383|461|12/22/2023|
19080|21317114|1|361|400327249|461|12/22/2023|
19080|21317150|1|361|72000|461|12/14/2023|
19080|21317387|1|361|349221812|461|08/26/2021|
19080|21317441|1|361|72850|461|12/14/2023|
19080|21317493|1|361|4BF14|461|10/20/2023|
19080|21317633|1|361|396835058|461|10/23/2023|
19080|21317954|1|361|31221|461|12/27/2023|
19080|21318103|1|361|399113554|461|11/30/2023|
19080|21318211|1|361|382407105|461|02/17/2023|
19080|21318222|1|361|3115B|461|03/31/2023|
19080|21318262|1|361|398309217|461|11/20/2023|
19080|21318520|1|361|400571264|461|12/27/2023|
19080|21318581|1|361|388618770|461|06/07/2023|
19080|21318819|1|361|389117541|461|06/16/2023|
19080|21318829|1|361|399898471|461|12/16/2023|
19080|21318928|1|361|361980558|461|03/17/2022|
19080|21319232|1|361|76078|461|11/24/2023|
19080|21319352|1|361|384650863|461|04/01/2023|
19080|21319508|1|361|398249260|461|11/17/2023|
19080|21319573|1|361|546E9|461|09/22/2023|
19080|21319575|1|361|390045777|461|06/29/2023|
19080|21319593|1|361|400152104|461|12/20/2023|
19080|21319815|1|361|397258199|461|10/29/2023|
19080|21319819|1|361|398311089|461|11/20/2023|
19080|21319922|1|361|358052301|461|01/13/2022|
19080|21319919|1|361|395619912|461|09/30/2023|
19080|21319995|1|361|382924664|461|02/27/2023|
19080|21320089|1|361|399167303|461|12/01/2023|
19080|21320120|1|361|400652556|461|12/28/2023|
19080|21320235|1|361|385973052|461|04/26/2023|
19080|21320863|1|361|387322230|461|05/19/2023|
19080|21320892|1|361|384467464|461|03/29/2023|
19080|21320912|1|361|389072783|461|06/16/2023|
19080|21320927|1|361|392759198|461|08/15/2023|
19080|21321030|1|361|399459871|461|12/07/2023|
19080|21321048|1|361|394254262|461|09/07/2023|
19080|21321080|1|361|396444326|461|10/17/2023|
19080|21321116|1|361|398245032|461|11/17/2023|
19080|21321160|1|361|396621151|461|10/19/2023|
19080|21321231|1|361|366563568|461|05/31/2022|
19080|21321370|1|361|398358407|461|11/21/2023|
19080|21321397|1|361|383442100|461|03/06/2023|
19080|21321512|1|361|381561915|461|01/31/2023|
19080|21321695|1|361|400858810|461|12/30/2023|
19080|21322016|1|361|311837760|461|02/28/2020|
19080|21322084|1|361|392659675|461|08/14/2023|
19080|21322189|1|361|394762813|461|09/19/2023|
19080|21322255|1|361|400276430|461|12/21/2023|
19080|21322503|1|361|379003318|461|12/21/2022|
19080|21322641|1|361|393671485|461|08/29/2023|
19080|21322730|1|361|393497535|461|08/26/2023|
19080|21322818|1|361|384967735|461|04/11/2023|
19080|21322907|1|361|386145519|461|04/28/2023|
19080|21323018|1|361|79210|461|11/30/2023|
19080|21323030|1|361|399116192|461|11/30/2023|
19080|21323480|1|361|384605035|461|03/31/2023|
19080|21323564|1|361|75952|461|11/13/2023|
19080|21323565|1|361|393620154|461|08/29/2023|
19080|21323585|1|361|395519166|461|09/29/2023|
19080|21323611|1|361|397295912|461|10/30/2023|
19080|21323688|1|361|355633244|461|12/01/2021|
19080|21323731|1|361|399167973|461|12/01/2023|
19080|21323864|1|361|395104437|461|09/25/2023|
19080|21323884|1|361|384068929|461|03/21/2023|
19080|21324007|1|361|395515898|461|09/29/2023|
19080|21324241|1|361|399114932|461|11/30/2023|
19080|21324391|1|361|CC57|461|12/21/2023|
19080|21324439|1|361|390161659|461|06/30/2023|
19080|21324791|1|361|393351245|461|08/24/2023|
19080|21324827|1|361|5BA44|461|12/28/2023|
19080|21324953|1|361|7263C|461|12/14/2023|
19080|21325156|1|361|391989715|461|07/31/2023|
19080|21325241|1|361|354082695|461|11/08/2021|
19080|21325572|1|361|400861858|461|12/30/2023|
19080|21325584|1|361|2E4A8|461|11/02/2023|
19080|21325712|1|361|397670791|461|11/26/2023|
19080|21325717|1|361|399945923|461|12/18/2023|
19080|21325757|1|361|398749354|461|11/27/2023|
19080|21325770|1|361|395631523|461|10/02/2023|
19080|21325833|1|361|399104436|461|11/30/2023|
19080|21325985|1|361|394497117|461|09/13/2023|
19080|21325990|1|361|390903772|461|07/15/2023|
19080|21326091|1|361|391007805|461|07/18/2023|
19080|21326275|1|361|399944609|461|12/18/2023|
19080|21326455|1|361|388239762|461|05/31/2023|
19080|21326508|1|361|400783676|461|12/29/2023|
19080|21326529|1|361|397375075|461|10/31/2023|
19080|21326580|1|361|399116581|461|11/30/2023|
19080|21326587|1|361|399216545|461|12/02/2023|
19080|21326622|1|361|393141205|461|08/22/2023|
19080|21326627|1|361|395254169|461|09/26/2023|
19080|21326673|1|361|387594193|461|05/23/2023|
19080|21326742|1|361|383747923|461|03/14/2023|
19080|21326819|1|361|5D18D|461|08/28/2023|
19080|21326841|1|361|399116616|461|11/30/2023|
19080|21326872|1|361|399116678|461|11/30/2023|
19080|21327084|1|361|78854|461|10/16/2023|
19080|21327178|1|361|399289630|461|12/04/2023|
19080|21327467|1|361|400810242|461|12/29/2023|
19080|21327475|1|361|400822572|461|12/29/2023|
19080|21327712|1|361|383102057|461|02/28/2023|
19080|21327737|1|361|391822443|461|07/28/2023|
19080|21327820|1|361|7EFAF|461|12/14/2023|
19080|21328029|1|361|388052249|461|05/30/2023|
19080|21328276|1|361|60F90|461|12/20/2023|
19080|21328373|1|361|7F8F9|461|12/20/2023|
19080|21328402|1|361|400828776|461|12/29/2023|
19080|21328484|1|361|399115680|461|11/30/2023|
19080|21328483|1|361|393557646|461|08/28/2023|
19080|21328558|1|361|399116638|461|11/30/2023|
19080|21328939|1|361|399008363|461|11/30/2023|
19080|21328950|1|361|396730882|461|10/20/2023|
19080|21329000|1|361|385940044|461|04/26/2023|
19080|21329003|1|361|389744310|461|06/27/2023|
19080|21329037|1|361|200D8|461|12/26/2023|
19080|21329102|1|361|399228527|461|12/03/2023|
19080|21329163|1|361|395325551|461|09/27/2023|
19080|21329173|1|361|398638277|461|11/24/2023|
19080|21329188|1|361|385268852|461|04/17/2023|
19080|21329290|1|361|393518733|461|08/27/2023|
19080|21329406|1|361|398878206|461|11/28/2023|
19080|21329462|1|361|54EC5|461|11/22/2023|
19080|21330327|1|361|400016673|461|12/19/2023|
19080|21330645|1|361|392228278|461|08/03/2023|
19080|21330696|1|361|399116541|461|11/30/2023|
19080|21330974|1|361|78FCF|461|11/30/2023|
19080|21330993|1|361|392997015|461|08/18/2023|
19080|21331048|1|361|383328428|461|03/03/2023|
19080|21331165|1|361|399101167|461|11/30/2023|
19080|21331251|1|361|386790544|461|05/10/2023|
19080|21331756|1|361|398760039|461|11/27/2023|
19080|21331909|1|361|1BB61|461|05/20/2023|
19080|21331940|1|361|385601617|461|04/21/2023|
19080|21332057|1|361|399162901|461|12/01/2023|
19080|21332199|1|361|398939696|461|11/29/2023|
19080|21332299|1|361|398979090|461|11/29/2023|
19080|21332349|1|361|397335254|461|10/30/2023|
19080|21332389|1|361|397459585|461|10/30/2023|
19080|21332537|1|361|40B9|461|12/28/2023|
19080|21332575|1|361|54D46|461|10/23/2023|
19080|21332595|1|361|385402626|461|04/19/2023|
19080|21332609|1|361|390401858|461|07/23/2023|
19080|21332776|1|361|390403261|461|07/05/2023|
19080|21332791|1|361|390403354|461|07/05/2023|
19080|21332978|1|361|385333241|461|04/18/2023|
19080|21333112|1|361|398979015|461|11/29/2023|
19080|21333489|1|361|400870300|461|12/30/2023|
19080|21333597|1|361|399116520|461|11/30/2023|
19080|21333747|1|361|16B08|461|12/16/2023|
19080|21333791|1|361|400867065|461|12/30/2023|
