19080|15098638|1|471|325AIXA3649|
19080|15098638|1|571|269470|
19080|15098638|1|671|383190|
19080|15112031|1|471|G8000200000020-12696|
19080|15112031|1|571|9990|
19080|15112031|1|671|24386|
19080|15112631|1|471|010020010002013100100000-000001|
19080|15112631|1|571|147527|
19080|15112631|1|671|236883|
19080|15121853|1|471|0309|
19080|15121853|1|571|615827|
19080|15121853|1|671|1231653|
