19080|15087932|9|1|1|501409|2|
19080|15087932|9|1|1|500209|700|
19080|15087932|9|1|1|505609|2|
19080|15087932|9|1|1|501709|1|
19080|15087932|9|2|1|501709|1|
19080|15087932|9|2|1|501409|2|
19080|15087932|9|2|1|500209|700|
19080|15087932|9|2|1|505609|2|
19080|15087932|9|3|1|500209|700|
19080|15087932|9|3|1|505609|2|
19080|15087932|9|3|1|501709|1|
19080|15087932|9|3|1|501409|2|
19080|15087932|9|4|1|501409|2|
19080|15087932|9|4|1|500209|1000|
19080|15087932|9|4|1|505609|2|
19080|15087932|9|4|1|501709|2|
19080|15087932|9|5|1|501709|2|
19080|15087932|9|5|1|501409|2|
19080|15087932|9|5|1|500209|2800|
19080|15087932|9|5|1|505609|2|
19080|15087932|9|6|1|500209|2500|
19080|15087932|9|6|1|505609|2|
19080|15087932|9|6|1|501709|2|
19080|15087932|9|6|1|501409|2|
19080|15087944|9|1|1|501709|2|
19080|15087944|9|1|1|501409|2|
19080|15087944|9|1|1|500209|1000|
19080|15087944|9|1|1|505609|2|
19080|15087944|9|2|1|500209|2500|
19080|15087944|9|2|1|505609|2|
19080|15087944|9|2|1|501709|2|
19080|15087944|9|2|1|501409|2|
19080|15087944|9|3|1|501409|2|
19080|15087944|9|3|1|500209|2500|
19080|15087944|9|3|1|505609|2|
19080|15087944|9|3|1|501709|2|
19080|15089148|9|1|1|501709|2|
19080|15089148|9|1|1|501409|2|
19080|15089148|9|1|1|500209|1600|
19080|15089148|9|1|1|505609|2|
19080|15089148|9|2|1|500209|1600|
19080|15089148|9|2|1|505609|2|
19080|15089148|9|2|1|501709|2|
19080|15089148|9|2|1|501409|2|
19080|15089148|9|3|1|501409|2|
19080|15089148|9|3|1|500209|1600|
19080|15089148|9|3|1|505609|2|
19080|15089148|9|3|1|501709|2|
19080|15089246|9|1|1|501409|2|
19080|15089246|9|1|1|500209|202|
19080|15089246|9|1|1|505609|2|
19080|15089246|9|1|1|501709|2|
19080|15089246|9|2|1|501709|2|
19080|15089246|9|2|1|501409|2|
19080|15089246|9|2|1|500209|100|
19080|15089246|9|2|1|505609|2|
19080|15089246|9|3|1|500209|100|
19080|15089246|9|3|1|505609|2|
19080|15089246|9|3|1|501709|2|
19080|15089246|9|3|1|501409|2|
19080|15091154|1|1|2|2002121|1|
19080|15091154|1|1|4|4004121|0|
19080|15091154|1|2|4|4004121|0|
19080|15091154|1|2|2|2002121|1|
19080|15091154|1|3|2|2002121|1|
19080|15091154|1|3|4|4004121|0|
19080|15091691|9|1|1|501409|2|
19080|15091691|9|1|1|500209|100|
19080|15091691|9|1|1|505609|2|
19080|15091691|9|1|1|501709|2|
19080|15091691|9|2|1|501709|2|
19080|15091691|9|2|1|501409|2|
19080|15091691|9|2|1|500209|2500|
19080|15091691|9|2|1|505609|2|
19080|15091691|9|3|1|500209|1600|
19080|15091691|9|3|1|505609|2|
19080|15091691|9|3|1|501709|2|
19080|15091691|9|3|1|501409|2|
19080|15091691|9|4|1|501409|2|
19080|15091691|9|4|1|500209|1500|
19080|15091691|9|4|1|505609|2|
19080|15091691|9|4|1|501709|2|
19080|15091691|9|5|1|501709|2|
19080|15091691|9|5|1|501409|2|
19080|15091691|9|5|1|500209|2800|
19080|15091691|9|5|1|505609|2|
19080|15091691|9|6|1|500209|1600|
19080|15091691|9|6|1|505609|2|
19080|15091691|9|6|1|501709|2|
19080|15091691|9|6|1|501409|0|
19080|15091690|9|1|1|500209|100|
19080|15091690|9|1|1|505609|2|
19080|15091690|9|1|1|501709|2|
19080|15091690|9|1|1|501409|2|
19080|15091690|9|2|1|501409|0|
19080|15091690|9|2|1|500209|2500|
19080|15091690|9|2|1|505609|2|
19080|15091690|9|2|1|501709|2|
19080|15091690|9|3|1|501709|2|
19080|15091690|9|3|1|501409|2|
19080|15091690|9|3|1|500209|1600|
19080|15091690|9|3|1|505609|2|
19080|15091690|9|4|1|500209|2500|
19080|15091690|9|4|1|505609|2|
19080|15091690|9|4|1|501709|2|
19080|15091690|9|4|1|501409|2|
19080|15091690|9|5|1|501409|2|
19080|15091690|9|5|1|500209|2500|
19080|15091690|9|5|1|505609|2|
19080|15091690|9|5|1|501709|2|
19080|15091690|9|6|1|501709|2|
19080|15091690|9|6|1|501409|2|
19080|15091690|9|6|1|500209|1400|
19080|15091690|9|6|1|505609|2|
19080|15091690|9|7|1|500209|1600|
19080|15091690|9|7|1|505609|2|
19080|15091690|9|7|1|501709|2|
19080|15091690|9|7|1|501409|2|
19080|15091849|1|1|2|2002121|1|
19080|15091849|1|1|4|4004121|0|
19080|15091849|1|2|4|4004121|0|
19080|15091849|1|2|2|2002121|1|
19080|15091849|1|3|2|2002121|1|
19080|15091849|1|3|4|4004121|0|
19080|15092141|4|1|1|500104|2|
19080|15092141|4|1|1|501304|0|
19080|15092141|4|1|1|400104|1|
19080|15092141|4|1|1|500604|2|
19080|15092141|4|1|1|400204|2|
19080|15092141|4|1|1|501204|0|
19080|15092141|4|2|1|500104|3|
19080|15092141|4|2|1|501304|2|
19080|15092141|4|2|1|400104|1|
19080|15092141|4|2|1|500604|30|
19080|15092141|4|2|1|400204|2|
19080|15092141|4|2|1|501204|1|
19080|15092142|9|1|1|501409|2|
19080|15092142|9|1|1|500209|200|
19080|15092142|9|1|1|505609|2|
19080|15092142|9|1|1|501709|2|
19080|15098257|9|1|1|501409|2|
19080|15098257|9|1|1|500209|1100|
19080|15098257|9|1|1|505609|2|
19080|15098257|9|1|1|501709|2|
19080|15098257|9|2|1|501709|2|
19080|15098257|9|2|1|501409|2|
19080|15098257|9|2|1|500209|1100|
19080|15098257|9|2|1|505609|2|
19080|15098257|9|3|1|500209|300|
19080|15098257|9|3|1|505609|2|
19080|15098257|9|3|1|501709|2|
19080|15098257|9|3|1|501409|2|
19080|15098257|9|4|1|501409|2|
19080|15098257|9|4|1|500209|1100|
19080|15098257|9|4|1|505609|2|
19080|15098257|9|4|1|501709|2|
19080|15098257|9|5|1|501709|2|
19080|15098257|9|5|1|501409|2|
19080|15098257|9|5|1|500209|300|
19080|15098257|9|5|1|505609|2|
19080|15098257|9|6|1|500209|1100|
19080|15098257|9|6|1|505609|2|
19080|15098257|9|6|1|501709|2|
19080|15098257|9|6|1|501409|2|
19080|15098257|9|7|1|501409|2|
19080|15098257|9|7|1|500209|300|
19080|15098257|9|7|1|505609|2|
19080|15098257|9|7|1|501709|2|
19080|15098257|9|8|1|501709|2|
19080|15098257|9|8|1|501409|2|
19080|15098257|9|8|1|500209|1100|
19080|15098257|9|8|1|505609|2|
19080|15098257|9|9|1|500209|300|
19080|15098257|9|9|1|505609|2|
19080|15098257|9|9|1|501709|2|
19080|15098257|9|9|1|501409|2|
19080|15098257|9|10|1|501409|2|
19080|15098257|9|10|1|500209|1000|
19080|15098257|9|10|1|505609|2|
19080|15098257|9|10|1|501709|2|
19080|15098257|9|11|1|501709|2|
19080|15098257|9|11|1|501409|2|
19080|15098257|9|11|1|500209|1100|
19080|15098257|9|11|1|505609|2|
19080|15098257|9|12|1|500209|300|
19080|15098257|9|12|1|505609|2|
19080|15098257|9|12|1|501709|2|
19080|15098257|9|12|1|501409|2|
19080|15098257|9|13|1|501409|2|
19080|15098257|9|13|1|500209|1100|
19080|15098257|9|13|1|505609|2|
19080|15098257|9|13|1|501709|2|
19080|15098257|9|14|1|501709|2|
19080|15098257|9|14|1|501409|2|
19080|15098257|9|14|1|500209|1000|
19080|15098257|9|14|1|505609|2|
19080|15098257|9|15|1|500209|1100|
19080|15098257|9|15|1|505609|2|
19080|15098257|9|15|1|501709|2|
19080|15098257|9|15|1|501409|2|
19080|15098257|9|16|1|501409|2|
19080|15098257|9|16|1|500209|300|
19080|15098257|9|16|1|505609|2|
19080|15098257|9|16|1|501709|2|
19080|15098257|9|17|1|501709|2|
19080|15098257|9|17|1|501409|2|
19080|15098257|9|17|1|500209|1100|
19080|15098257|9|17|1|505609|2|
19080|15098257|9|18|1|500209|1300|
19080|15098257|9|18|1|505609|2|
19080|15098257|9|18|1|501709|2|
19080|15098257|9|18|1|501409|2|
19080|15098257|9|19|1|501409|2|
19080|15098257|9|19|1|500209|1400|
19080|15098257|9|19|1|505609|2|
19080|15098257|9|19|1|501709|2|
19080|15098257|9|20|1|501709|2|
19080|15098257|9|20|1|501409|2|
19080|15098257|9|20|1|500209|300|
19080|15098257|9|20|1|505609|2|
19080|15098257|9|21|1|500209|1100|
19080|15098257|9|21|1|505609|2|
19080|15098257|9|21|1|501709|2|
19080|15098257|9|21|1|501409|2|
19080|15098257|9|22|1|501409|2|
19080|15098257|9|22|1|500209|300|
19080|15098257|9|22|1|505609|2|
19080|15098257|9|22|1|501709|2|
19080|15098257|9|23|1|501709|2|
19080|15098257|9|23|1|501409|2|
19080|15098257|9|23|1|500209|300|
19080|15098257|9|23|1|505609|2|
19080|15098257|9|24|1|500209|3100|
19080|15098257|9|24|1|505609|2|
19080|15098257|9|24|1|501709|2|
19080|15098257|9|24|1|501409|2|
19080|15098257|9|25|1|501409|2|
19080|15098257|9|25|1|500209|2700|
19080|15098257|9|25|1|505609|2|
19080|15098257|9|25|1|501709|2|
19080|15098257|9|26|1|501709|2|
19080|15098257|9|26|1|501409|2|
19080|15098257|9|26|1|500209|2800|
19080|15098257|9|26|1|505609|2|
19080|15098257|9|27|1|500209|3100|
19080|15098257|9|27|1|505609|2|
19080|15098257|9|27|1|501709|2|
19080|15098257|9|27|1|501409|2|
19080|15098257|9|28|1|501409|2|
19080|15098257|9|28|1|500209|3100|
19080|15098257|9|28|1|505609|2|
19080|15098257|9|28|1|501709|2|
19080|15098257|9|29|1|501709|2|
19080|15098257|9|29|1|501409|2|
19080|15098257|9|29|1|500209|3100|
19080|15098257|9|29|1|505609|2|
19080|15098257|9|30|1|500209|3100|
19080|15098257|9|30|1|505609|2|
19080|15098257|9|30|1|501709|2|
19080|15098257|9|30|1|501409|2|
19080|15098257|9|31|1|501409|2|
19080|15098257|9|31|1|500209|1700|
19080|15098257|9|31|1|505609|2|
19080|15098257|9|31|1|501709|2|
19080|15098257|9|32|1|501709|2|
19080|15098257|9|32|1|501409|2|
19080|15098257|9|32|1|500209|3100|
19080|15098257|9|32|1|505609|2|
19080|15098257|9|33|1|500209|1300|
19080|15098257|9|33|1|505609|2|
19080|15098257|9|33|1|501709|2|
19080|15098257|9|33|1|501409|2|
19080|15098257|9|34|1|501409|2|
19080|15098257|9|34|1|500209|300|
19080|15098257|9|34|1|505609|2|
19080|15098257|9|34|1|501709|2|
19080|15098257|9|35|1|501709|2|
19080|15098257|9|35|1|501409|2|
19080|15098257|9|35|1|500209|2100|
19080|15098257|9|35|1|505609|2|
19080|15098257|9|36|1|500209|3100|
19080|15098257|9|36|1|505609|2|
19080|15098257|9|36|1|501709|2|
19080|15098257|9|36|1|501409|2|
19080|15098257|9|37|1|501409|2|
19080|15098257|9|37|1|500209|2800|
19080|15098257|9|37|1|505609|2|
19080|15098257|9|37|1|501709|2|
19080|15099970|4|1|1|500104|3|
19080|15099970|4|1|1|501304|2|
